Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,6/16/2017,GBARL1700772,"2,626",27,1120187276,0,0,70.0,0,0,0,0,0,0,1
Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce Oï¿½Ï¿½Ï¿,5/22/2019,ITV951900027,"2,621",27,532262,481,0,13.0,0,0,0,0,0,0,0
Another Love (Tiï¿½ï¿½sto Re,Another Love (Tiï¿½ï¿½sto Re,Tom Odell,5/13/2022,GBARL2201039,"2,620",27,141141890,0,0,67.0,0,0,0,0,0,0,0
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,5/13/2021,QZJ842000873,"2,631",27,224820131,0,0,,0,0,0,0,0,0,1
Tu Aake Dekhle,The Carnival,King,9/21/2020,FRX762050882,"2,629",27,410639967,0,0,69.0,0,0,0,0,0,0,0
Red Leather,WE STILL DON'T TRUST YOU,Future,4/12/2024,USSM12403108,"2,630",27,22715763,0,0,,0,0,0,0,0,0,1
Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,9/21/2005,GBAYE0800265,"2,619",27,2102223775,0,0,80.0,0,0,0,0,0,0,0
Nice to Meet You,Nice to Meet You,Imagine Dragons,5/24/2024,USUM72404007,"2,623",27,15062636,0,0,75.0,0,0,0,0,0,0,0
Verte Ir,Verte Ir,Dj Luian,3/28/2019,QZ7B81700011,"2,622",27,550967367,0,0,64.0,0,0,0,0,0,0,0
Pink + White,Blonde,Frank Ocean,8/20/2016,QZ5C81600003,"2,642",27,1299650856,0,0,83.0,0,0,0,0,0,0,0
Mother,Takin' It Back (Deluxe),Meghan Trainor,3/4/2023,USSM12300425,"2,640",27,79738242,0,0,57.0,0,0,0,0,0,0,1
Flashback (feat. Gazo),Flashback,Favï¿,9/15/2023,DGA082396900,"2,654",27,88014813,0,0,66.0,0,0,0,0,0,0,1
Space Song,Depression Cherry,Beach House,8/21/2015,USSUB1512203,"2,646",27,1099069598,0,0,73.0,0,0,0,0,0,0,0
OKAY,OKAY (Versions),Jt,4/24/2024,USUG12400080,"2,641",27,16446111,0,0,65.0,0,0,0,0,0,0,1
Rude,Rude,Magic!,7/23/2013,TCABP1349192,"2,650",27,0,0,0,,0,0,0,0,0,0,0
Chill Bill,The RCA-List (Vol. 2),Rob $Tone,1/1/2016,USRC11601124,"2,649",27,843861768,0,0,70.0,0,0,0,0,0,0,1
My Way,My Way,Calvin Harris,9/16/2016,GBARL1601358,"2,636",27,1014534913,0,0,73.0,0,0,0,0,0,0,0
Big City Life,Big City Life,Luude,6/16/2022,AUDCB1702119,"2,653",27,181323700,0,0,65.0,0,0,0,0,0,0,0
Luchï¿½ï¿½ La,Luchï¿½ï¿½ La Ley - Si,Boomboxrepairkit,5/20/2022,QZHN62294886,"2,645",27,0,0,0,,0,0,0,0,0,0,0
Wife,Wife,(G)I-Dle,1/21/2024,KRA392300032,"2,643",27,58909647,0,0,,0,0,0,0,0,0,0
'Till I Collapse,The Eminem Show,Eminem,5/26/2002,USIR10211066,"2,651",27,1958809069,0,0,79.0,0,0,0,0,0,0,1
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,9/6/2010,USWB11002103,"2,655",27,662257934,0,0,71.0,0,0,0,0,0,0,1
Jumbotron Shit Poppin,Her Loss,Drake,11/4/2022,USUG12208610,"2,635",27,126296463,0,0,62.0,0,0,0,0,0,0,1
La Nota,La Nota,Manuel Turizo,10/8/2020,QZDYA1800024,"2,648",27,560949285,0,0,64.0,0,0,0,0,0,0,0
Amor a Primera Vista,Amor a Primera Vista,Los Ï¿½Ï¿½Ngeles Az,6/14/2019,MX1721901080,"2,644",27,346860422,0,0,65.0,0,0,0,0,0,0,0
Solo,Solo,Myles Smith,11/15/2023,UKXN22382205,"2,647",27,95747052,0,0,,0,0,0,0,0,0,0
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,Le Sserafim,5/1/2023,USA2P2310663,"2,639",27,223652808,0,0,70.0,0,0,0,0,0,0,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Bonnadol,3/15/2023,THSOH2301617,"2,652",27,478756,207,0,21.0,0,0,0,0,0,0,0
Elini Ver,Elini Ver,Amo988,5/15/2024,TRBUL2400025,"2,637",27,15352061,639,0,72.0,0,0,0,0,0,0,0
Sex Music,Sex Music,Tank,6/29/2010,USAT21001199,"2,638",27,5283089,920,0,30.0,0,0,377,0,0,0,0
Porfa,Porfa,Feid,12/13/2019,USUM71924087,"2,661",27,396184710,0,0,65.0,0,0,712,0,0,0,0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200042,"2,671",27,307122295,0,0,69.0,0,0,0,0,0,0,1
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,7/7/2023,USUG12302091,"2,673",27,247056218,0,0,69.0,0,0,0,0,0,0,0
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,11/13/2013,FRUM71301049,"2,672",27,410783411,0,0,72.0,0,0,0,0,0,0,0
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],Cassï¿,9/8/2023,GBCEN2300156,"2,667",27,47098121,0,0,,0,0,0,0,0,0,1
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,8/24/2022,GBUQH2200069,"2,666",27,67852,531,0,10.0,0,0,0,0,0,0,0
Fight Song,Fight Song,Rachel Platten,12/2/2014,USSM11500753,"2,670",27,897794289,0,0,69.0,0,0,0,0,0,0,0
Pepas,Pepas - Single,Farruko,8/20/2022,QZN882262975,"2,974",27,1490710634,11,0,,0,0,0,0,0,0,0
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,12/3/2022,DGA082216479,"2,662",27,3451208,248,0,37.0,0,0,0,0,0,0,0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/2019,GBAHS1900714,"2,665",27,765374782,0,0,67.0,0,0,0,0,0,0,0
Losing It,Losing It,Fisher,7/13/2018,CA5KR1821202,"2,668",27,523954769,0,0,67.0,0,0,0,0,0,0,0
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,5/5/2023,QZVEM2324634,"2,657",27,165642949,0,0,62.0,0,0,0,0,0,0,1
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit Da Hoodie,12/21/2018,USAT21812918,"2,660",27,815243082,0,0,66.0,0,0,0,0,0,0,1
Dick (feat. Doja Cat),Dick (feat. Doja Cat),Starboi3,4/23/2021,USRC12100749,"2,669",27,247462687,0,0,61.0,0,0,0,0,0,0,1
Perfect Strangers,Perfect Strangers,Jonas Blue,6/3/2016,GBUM71602437,"2,664",27,1050246077,0,0,69.0,0,0,0,0,0,0,0
Hey Brother,TRUE,Avicii,1/1/2013,CH3131340084,"2,663",27,1007623089,0,0,72.0,0,0,0,0,0,0,0
Otra Noche,Otra Noche - Single,Los Ï¿½Ï¿½Ngeles Az,11/11/2021,MX1722101437,"2,659",27,238849559,0,0,64.0,0,0,0,0,0,0,0
Yet To Come,Proof,Bts,6/10/2022,USA2P2226300,"2,656",27,344744597,0,0,64.0,0,0,0,0,0,0,0
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy ,Alesso,12/29/2021,USUG12106230,"2,658",27,279996207,0,0,64.0,0,0,0,0,0,0,0
Girlfriend,The Second Wave (Deluxe),Ruger,6/17/2022,GBARL2201233,"2,691",27,56670689,0,0,16.0,0,0,0,0,0,0,1
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],Karol G,6/1/2023,USAT22305791,"2,680",27,100094720,0,0,62.0,0,0,0,0,0,0,0
911,911,Fuerza Regida,11/30/2022,QZ9QQ2200130,"2,676",27,181695722,0,0,68.0,0,0,0,0,0,0,0
Always,NEVER ENOUGH,Daniel Caesar,4/7/2023,USUG12209355,"2,688",27,281707091,0,0,74.0,0,0,0,0,0,0,1
YKWIM?,Bipolar,Yot Club,5/31/2019,CAGOO1966522,"2,681",27,675984633,0,0,75.0,0,0,0,0,0,182,0
Damage,Damage,H.E.R.,10/21/2020,USRC11903897,"2,686",27,108241832,0,0,53.0,0,0,0,0,0,0,0
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,8/7/2020,USLD91728036,"2,687",27,227802182,0,0,61.0,0,0,0,0,0,0,1
Bellyache,Bellyache,Billie Eilish,2/24/2017,USUM71615103,"2,679",27,965899534,0,0,73.0,0,0,0,0,0,0,0
No Wahala,No Wahala,1Da Banton,7/2/2021,QZHZ52129395,"2,685",27,154010050,0,0,63.0,0,0,0,0,0,0,0
Wait a Minute!,ARDIPITHECUS,Willow,1/11/2015,QMJMT1500801,"2,678",27,1081039358,0,0,73.0,0,0,0,0,0,0,0
HONEY BEES,HONEY BEES - Single,Hachi,2/6/2023,TCJPU2362002,"2,675",27,423395,229,0,29.0,0,0,0,0,0,0,0
Gypsy,Gypsy,G.D. Kaur,5/10/2022,FR96X2229645,"2,682",27,58989412,0,0,3.0,0,0,475,0,0,0,0
Ojos Marrones,Ojos Marrones,Lasso,6/3/2022,MXUM72200528,"2,690",27,370988405,0,0,68.0,0,0,0,0,0,0,0
WASTE,DISORDER,Kxllswxtch,10/29/2021,USUYG1393224,"2,684",27,272051636,0,0,72.0,0,0,0,0,0,0,1
512,Primer Dia de Clases,Mora,2/5/2021,QM4TW2165662,"2,674",27,475820416,0,0,70.0,0,0,0,0,0,0,1
MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,Dj Glk,8/5/2022,BXIV82279381,"2,689",27,0,0,0,,0,0,0,0,0,0,1
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,6/30/2023,QM7282376030,"2,677",27,123627077,0,0,71.0,0,0,0,0,0,0,0
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,4/26/2024,USAR12300479,"2,683",27,8040021,0,0,,0,0,0,0,0,0,1
Sï¿½ï¿½guelo Bail,Odisea,Ozuna,8/25/2017,USXDR1700560,"2,705",27,544755640,0,0,66.0,0,0,0,0,0,0,0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,3/10/2023,USRC12300209,"2,699",27,161172707,0,0,66.0,0,0,0,0,0,0,0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/2021,USWD12112911,"2,698",27,217919853,0,0,63.0,0,0,0,0,0,0,0
Hasta Abajo,Hasta Abajo,Kevin Roldan,7/26/2019,USUM71913434,"2,702",27,380367132,0,0,64.0,0,0,0,0,0,0,0
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,9/9/2022,USUM72217061,"2,701",27,233573513,0,0,69.0,0,0,0,0,0,0,1
Praise Jah in the Moonlight,Praise Jah in the Moonlight - Single,Uzii Bigtalk,12/25/2023,TCAHS2392343,"2,694",27,0,121,660,,0,0,0,0,0,0,1
Bon appï¿½ï¿,Bon Appï¿½ï¿,Katy Perry,4/28/2017,USUM71702488,"2,700",27,280898252,0,0,60.0,0,0,0,0,0,0,0
I'm the One,EPIC AF,Dj Khaled,1/1/2017,USSM11703300,"2,704",27,1257029279,0,0,67.0,0,0,0,0,0,0,1
Stay With Me,Candy Baby,1Nonly,7/30/2020,TCAFE2016912,"2,693",27,398942581,0,0,68.0,0,0,0,0,0,0,1
Typa Girl,BORN PINK,Blackpink,9/16/2022,KRA402200021,"2,697",27,357054107,0,0,66.0,0,0,0,0,0,0,1
Ayy Macarena,Ayy Macarena,Tyga,11/13/2019,USQX91903309,"2,703",27,417311779,0,0,61.0,0,0,0,0,0,0,1
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,3/17/2023,BCX5C2300005,"2,692",27,149455007,0,0,17.0,0,0,0,0,0,0,1
Like What (Freestyle),Like What (Freestyle),Cardi B,3/1/2024,USAT22401675,"2,696",27,23475715,0,0,,0,0,0,0,0,0,1
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,1/1/2009,USHR10924519,"2,695",27,1587114096,0,0,76.0,0,0,0,0,0,0,0
Wet Dreamz,2014 Forest Hills Drive,J. Cole,12/9/2014,USQX91402592,"2,724",27,1244864869,0,0,76.0,0,0,0,0,0,0,1
Dhani Ho Sab Dhan,Dhani Ho Sab Dhan,Pawan Singh,1/31/2023,INS7A2352922,"2,709",27,1332230,592,0,,0,0,0,0,0,0,0
Next Level,Next Level,Aespa,5/17/2021,KRA302100169,"2,715",27,245384123,0,0,68.0,0,0,0,0,0,0,0
Whiskey Glasses,The Way I Talk,Morgan Wallen,7/29/2016,QZ22S1500059,"2,712",27,806728296,0,0,75.0,0,0,0,0,0,0,0
Bado Badi,Bado Badi,Chahat Fateh Ali Khan,4/23/2024,GX5PW2400002,"2,708",27,901007,18,713,,0,0,0,0,0,0,0
Esta Vida,Esta Vida - Single,Marshmello,4/13/2023,USSD12300013,"2,719",27,94359848,0,0,61.0,0,0,0,0,0,0,0
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),Zayn,9/7/2017,USRC11702155,"2,710",27,1687683940,0,0,75.0,0,0,0,0,0,0,0
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],Nle Choppa,6/20/2019,QZ85M1951467,"2,720",27,496344788,0,0,21.0,0,0,0,0,0,0,1
Bolide allemand,Liens du 100,Sdm,12/1/2022,FRUM72202503,"2,711",27,152546936,0,0,68.0,0,0,0,0,0,0,1
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,12/24/2019,USDXS1911811,"2,706",27,413743535,0,0,73.0,0,0,0,0,0,0,0
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,8/31/2022,GBAYE2200462,"2,723",27,155399041,0,0,60.0,0,0,0,0,0,0,1
MANIAC,The 4th Mini Album 'VERSUS',Viviz,11/2/2023,KRA382321414,"2,718",27,77590300,0,0,,0,0,0,0,0,0,0
Don't Mind,EPIC AF,Kent Jones,1/1/2016,USSM11603011,"2,725",27,416147244,0,0,59.0,0,0,0,0,0,0,1
Dientes,Dientes,J Balvin,9/15/2023,QZM5U2300388,"2,721",27,38622215,0,0,4.0,0,0,0,0,0,0,1
Look Alive (feat. Drake),Look Alive (feat. Drake),Blocboy Jb,2/9/2018,USWB11800211,"2,717",27,982424606,0,0,63.0,0,0,0,0,0,0,1
Wake Up! (feat. Juice WRLD),11th Dimension,Ski Mask The Slump God,6/7/2024,USUM72406359,"2,707",27,2886460,470,0,,0,0,0,0,0,0,1
Midnight Rain,Midnights,Taylor Swift,10/21/2022,USUG12205712,"2,714",27,658208129,0,0,72.0,0,0,0,0,0,0,0
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,INS182000105,"2,713",27,112851903,0,0,61.0,0,0,0,0,0,0,0
Boo'd Up,Ella Mai,Ella Mai,10/12/2018,USUM71814738,"2,726",27,79783827,0,0,53.0,0,0,0,0,0,0,0
A Mï¿,A Mï¿,Rels B,2/21/2019,QM4TW1987698,"2,716",27,631152992,0,0,76.0,0,0,0,0,0,0,0
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,12/24/2019,INA091916753,"2,722",27,92120986,0,0,56.0,0,0,0,0,0,0,0
Burn It Down,Never Enough,Parker Mccollum,5/12/2023,USUM72223494,"2,737",26,42332727,0,0,65.0,0,0,0,0,0,0,0
Tu Fan,tu fan,Mafalda Cardenal,5/26/2023,QZMZ92325070,"2,735",26,65670361,0,0,66.0,0,0,0,0,0,0,0
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,8/14/2020,US39N2000446,"2,731",26,55312275,0,0,45.0,0,0,0,0,0,0,1
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,1/1/2008,USUM70840511,"2,738",26,1315577954,0,0,79.0,0,0,0,0,0,0,0
Galaxy Express,Galaxy Express - Single,D Gerrard,1/5/2024,THW092305121,"2,732",26,20710234,0,0,61.0,0,0,0,0,0,0,0
Skate,Skate,Bruno Mars,7/30/2021,USAT22104222,"2,733",26,248947222,0,0,63.0,0,0,0,0,0,0,0
Mercy,Mercy,Shawn Mendes,8/18/2016,USUM71603531,"2,727",26,1351515181,0,0,74.0,0,0,0,0,0,0,0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,4/15/2018,FR6Q11800035,"2,729",26,47325533,0,0,54.0,0,0,0,0,0,0,0
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,10/27/2021,USUM72120989,"2,728",26,313209345,0,0,65.0,0,0,0,0,0,0,0
Dear John,End of the World,Wild Child,3/31/2023,QMB622200356,"2,730",26,271785,152,0,21.0,0,0,0,0,0,0,0
Mount Everest,Mount Everest,Labrinth,6/21/2019,GBHMU1800032,"2,734",26,612159812,0,0,72.0,0,0,0,0,0,0,1
Escï¿½ï¿½n,Escï¿½ï¿½n,Ýýengo Flow,8/25/2023,QZ7R42353128,"2,736",26,63748913,0,0,60.0,0,0,0,0,0,0,1
LAISSE MOI,LAISSE MOI,Keblack,9/8/2023,DGA092316630,"2,743",26,76805130,0,0,,0,0,0,0,0,0,1
This Is The Life,This Is The Life,Lizot,10/13/2023,DEUM72311113,"2,750",26,72773866,0,0,71.0,0,0,0,0,0,0,0
Baianï¿,Baianï¿,Bakermat,7/26/2019,NLE801900440,"2,739",26,402771910,0,0,73.0,0,0,0,0,0,0,0
Homicide (feat. Eminem),Homicide,Logic,5/3/2019,USUM71908267,"2,751",26,526019789,0,0,64.0,0,0,0,0,0,0,1
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,QZ22S1800117,"2,755",26,503296417,0,0,74.0,0,0,0,0,0,0,0
Work Out,Work Out,J. Cole,7/4/2011,USQX91100801,"2,740",26,955547971,0,0,76.0,0,0,0,0,0,0,1
Soltera,ýýpico,Lunay,10/25/2019,USA2P1955945,"2,744",26,170646969,0,0,47.0,0,0,0,0,0,0,0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,5/13/2022,USUG12202833,"2,746",26,250626750,0,0,66.0,0,0,0,0,0,0,0
Huntinï¿½ï¿½ï¿½ W,Might Delete Later,J. Cole,4/5/2024,USUG12402405,"2,747",26,36972292,0,0,,0,0,0,0,0,0,1
Plain Jane,Plain Jane,A$Ap Ferg,8/4/2017,USRC11701803,"2,752",26,733772721,0,0,65.0,0,0,0,0,0,0,1
ORANGE SODA,ORANGE SODA,Baby Keem,7/16/2019,QM6N21900076,"2,745",26,676690653,0,0,73.0,0,0,0,0,0,0,1
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),Yungmanny,3/20/2021,USRC12003901,"2,753",26,21634137,0,0,40.0,0,0,0,0,0,0,1
Righteous,Righteous,Juice Wrld,4/24/2020,USUG12000979,"2,749",26,553627198,0,0,64.0,0,0,0,0,0,0,1
Tï¿½ï¿½ ,Odisea,Ozuna,8/25/2017,USXDR1700551,"2,742",26,500508660,0,0,68.0,0,0,0,0,0,0,0
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva Zs,7/1/2022,BXKG22200702,"2,748",26,255564797,0,0,63.0,0,0,0,0,0,0,1
9mm,Memphis Cult Vol. 6,Memphis Cult,2/23/2023,UKEX32307199,"2,754",26,157826873,0,0,4.0,0,0,564,0,0,0,1
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),Blackpink,8/30/2019,KRA401900098,"2,741",26,6197708,428,0,26.0,0,0,492,0,0,0,0
Envy Me,Envy Me,Calboy,9/13/2018,USHM91813257,"2,759",26,492873992,0,0,58.0,0,0,0,0,0,0,1
DEJA VU,DEJA VU,Luan Santana,12/7/2023,BR27R2300050,"2,762",26,117285775,0,0,,0,0,0,0,0,0,0
Gï¿½ï¿½r,Gï¿½ï¿½r Bak - Si,Fatih Bulut,3/8/2024,TRBIY2400022,"2,770",26,11315262,557,0,,0,0,0,0,0,0,0
vendetta!,vendetta!,Mupp,5/20/2022,QM4TX2285434,"2,773",26,317919778,0,0,68.0,0,0,0,0,0,0,1
Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,Dennis,8/3/2023,BRSME2301107,"2,775",26,112629182,0,0,68.0,0,0,0,0,0,0,0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,GBUM72205880,"2,756",26,185042019,0,0,62.0,0,0,923,0,0,0,0
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,8/1/2023,CAW112300241,"2,760",26,97989585,0,0,63.0,0,0,0,0,0,0,0
Untitled #13,Untitled #13,Glwzbll,4/4/2023,RUA1D2328942,"2,757",26,32244050,0,0,58.0,0,0,0,0,0,0,0
El Belicï¿½,El Belicï¿½,Peso Pluma,2/4/2022,QMFMF2141501,"2,767",26,254275891,0,0,64.0,0,0,0,0,0,0,1
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402541,"2,764",26,88244010,0,0,,0,0,0,0,0,0,0
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),Benny Blanco,12/5/2018,USUM71820961,"2,772",26,475881575,0,0,57.0,0,0,0,0,0,0,1
BANZAI!,BANZAI!,Kazuo,12/24/2022,JPWP02202338,"2,769",26,118164,91,607,10.0,0,0,4,0,0,0,1
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,6/21/2019,US6XF1800275,"2,763",26,545011148,0,0,65.0,0,0,0,0,0,0,0
Wildest Dreams,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431379,"2,771",26,964058806,0,0,70.0,0,0,0,0,0,0,0
Calling For You (feat. 21 Savage),For All The Dogs,Drake,10/6/2023,USUG12306068,"2,758",26,74265576,0,0,,0,0,0,0,0,0,1
Like That,WE DON'T TRUST YOU,Future,3/20/2024,USSM12402255,"2,774",26,352623365,932,0,,0,0,0,0,0,0,0
What About Us,What About Us,P!Nk,8/10/2017,USRC11701586,"2,765",26,788403596,0,0,70.0,0,0,0,0,0,0,0
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,1/1/2011,USUM71100721,"2,768",26,456241170,0,0,69.0,0,0,0,0,0,0,0
Mentalitï¿,EP2,Baby Gang,6/17/2022,ITC6Q2200040,"2,761",26,120605300,0,0,66.0,0,0,0,0,0,0,1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Dj Snake,9/28/2018,USUG11801723,"2,766",26,1569891590,0,0,66.0,0,0,0,0,0,0,1
Captain Hook,Suga,Megan Thee Stallion,3/6/2020,QMCE32000098,"2,787",26,199063354,0,0,59.0,0,0,0,0,0,0,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Djpaoremix,2/3/2023,QZDA42300052,"2,792",26,134274,70,0,,0,0,0,0,0,0,0
I'll Be There,I'll Be There,Robin Schulz,10/13/2023,DEA622302401,"2,789",26,21067560,0,0,,0,0,0,0,0,0,0
Heavy stunts (with Don Toliver),King tonka,Yeat,5/3/2024,USUM72405093,"2,777",26,11680886,0,0,,0,0,0,0,0,0,1
Time Today,Time Today,Moneybagg Yo,2/3/2021,USUM72101019,"2,785",26,191071471,0,0,65.0,0,0,0,0,0,0,1
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,5/3/2019,DEUM71900680,"2,790",26,793528511,0,0,70.0,0,0,0,0,0,195,0
messy in heaven,messy in heaven,Venbee,9/23/2022,GBARL2201891,"2,779",26,120785398,0,0,59.0,0,0,0,0,0,0,0
Maquillaje,Maquillaje - Single,Renn,1/10/2024,QZZ662405291,"2,776",26,71320813,0,0,76.0,0,0,0,0,0,0,1
Shiver,Shiver,John Summit,2/14/2024,USUG12401003,"2,788",26,30048265,0,0,,0,0,0,0,0,0,0
Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,6/23/2023,BCDMP2300045,"2,794",26,191234818,0,0,64.0,0,0,0,0,0,0,1
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),Switchotr,10/29/2021,GBARL2101712,"2,786",26,169896142,0,0,56.0,0,0,0,0,0,0,1
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),Altï¿½Ï,1/21/2022,USRC12200203,"2,783",26,103232015,0,0,60.0,0,0,0,0,0,0,0
Grey,Grey - Single,Yung Filly,1/26/2024,GBAHT2400033,"2,780",26,48858795,0,0,,0,0,0,0,0,0,0
Aquï¿½ï¿½ A,Aquï¿½ï¿½ A,Christian Nodal,7/10/2020,MXUM72006101,"2,791",26,423313161,0,0,66.0,0,0,0,0,0,0,0
Whistle,Pioneer The Album (Vol.13),Flo Rida,9/27/2010,USAT21201745,"2,784",26,814272136,0,0,72.0,0,0,0,0,0,0,0
Ceux qu'on ï¿½ï¿½,Ceux qu'on ï¿½ï¿½tait - Si,Pierre Garnier,2/7/2024,FRZ052400042,"2,793",26,50498801,0,0,70.0,0,0,0,0,0,0,0
Apaga El Cel,Apaga El Cel,Calle 24,12/22/2023,USDXS2304292,"2,778",26,145975016,0,0,82.0,0,0,0,0,0,0,0
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ýýýýýýýýýýýýýýýýýý (ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý),Ahmed Saad,6/20/2023,FRX872398704,"2,781",26,20588020,0,0,58.0,0,0,0,0,0,0,0
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,QMKSC1800039,"2,782",26,651863663,0,0,62.0,0,0,0,0,0,0,1
LATTE (feat. Maria Becerra),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400693,"2,806",26,25813787,0,0,68.0,0,0,0,0,0,0,1
Rolling in the Deep - Acapella,Rolling In The Deep,Adele,1/16/2011,GBBKS1000427,"2,800",26,11170019,0,0,36.0,0,0,0,0,0,0,0
In My Head,In My Head,Lil Tjay,4/1/2022,USSM12202421,"2,804",26,237061046,0,0,63.0,0,0,374,0,0,0,1
Plan A,Plan A,Paulo Londra,3/23/2022,USWL12200224,"2,808",26,275416061,0,0,58.0,0,0,0,0,0,0,0
GoodSin,Avana - EP,Olivetheboy,4/21/2023,TCAGY2352982,"2,802",26,9513971,0,0,,0,0,0,0,0,0,1
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,10/9/2012,GMM881200022,"2,795",26,1226381432,0,0,46.0,0,0,0,0,0,0,0
